event_id,timestamp,user_id,event_type,metadata
EVT000011,2026-01-29T16:39:26.344Z,USR0344,login,"{""device"":{""id"":""DEV177"",""type"":""tablet"",""os"":""iOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.157.253"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""7e42d9cc-d1bc-4bae-927b-d9e30f311dfc"",""login_method"":""mfa""}}"
EVT000012,2026-01-14T16:39:26.344Z,USR0662,login,"{""device"":{""id"":""DEV1859"",""type"":""desktop"",""os"":""iOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.246.62"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""36f998fa-a07c-4816-bf04-e25ed8384f81"",""login_method"":""password""}}"
EVT000013,2026-02-10T16:39:26.344Z,USR0380,login,"{""device"":{""id"":""DEV1116"",""type"":""desktop"",""os"":""iOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.113.92"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""5d0d8783-4ad4-453a-8ad8-fe2f69cb2b7d"",""login_method"":""sso""}}"
EVT000014,2026-02-07T16:39:26.344Z,USR0142,login,"{""device"":{""id"":""DEV1192"",""type"":""desktop"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.225.33"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""b58c7e5f-f7ad-4a33-800f-0732dbec5b09"",""login_method"":""sso""}}"
EVT000015,2026-02-07T16:39:26.344Z,USR0736,login,"{""device"":{""id"":""DEV1414"",""type"":""desktop"",""os"":""iOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.133.168"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""feaf041d-3453-4d65-9af3-9c07dd096efe"",""login_method"":""mfa""}}"
EVT000016,2026-02-01T16:39:26.344Z,USR0308,login,"{""device"":{""id"":""DEV904"",""type"":""tablet"",""os"":""Android"",""browser"":""Chrome""},""location"":{""ip"":""192.168.110.107"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""a4781e30-90b7-493a-a3e1-66f776331976"",""login_method"":""password""}}"
EVT000017,2026-01-20T16:39:26.344Z,USR0801,login,"{""device"":{""id"":""DEV1226"",""type"":""mobile"",""os"":""Android"",""browser"":""Firefox""},""location"":{""ip"":""192.168.245.188"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""985b80d5-c022-4750-94d4-20bec2d83e1d"",""login_method"":""password""}}"
EVT000018,2026-01-24T16:39:26.344Z,USR0398,login,"{""device"":{""id"":""DEV786"",""type"":""mobile"",""os"":""Linux"",""browser"":""Chrome""},""location"":{""ip"":""192.168.140.47"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""7560e25b-f483-43f5-b563-21a328ca6c13"",""login_method"":""password""}}"
EVT000019,2026-02-13T16:39:26.344Z,USR0033,login,"{""device"":{""id"":""DEV1777"",""type"":""desktop"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.172.141"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""3fbe6c08-dd0c-4a56-a464-36552230c04e"",""login_method"":""password""}}"
EVT000020,2026-01-25T16:39:26.344Z,USR0544,login,"{""device"":{""id"":""DEV822"",""type"":""mobile"",""os"":""iOS"",""browser"":""Edge""},""location"":{""ip"":""192.168.136.100"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""86d38dc8-02ad-48db-b2eb-67efaccfac60"",""login_method"":""mfa""}}"
EVT000021,2026-01-30T16:39:26.344Z,USR0182,login,"{""device"":{""id"":""DEV189"",""type"":""desktop"",""os"":""Android"",""browser"":""Chrome""},""location"":{""ip"":""192.168.254.152"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""8c1453f2-c783-409b-8ad6-e385cadc24e5"",""login_method"":""password""}}"
EVT000022,2026-02-08T16:39:26.344Z,USR0301,login,"{""device"":{""id"":""DEV319"",""type"":""tablet"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.170.102"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""432bccc2-3977-46ea-8d59-94266439c4ad"",""login_method"":""mfa""}}"
EVT000023,2026-01-17T16:39:26.344Z,USR0330,login,"{""device"":{""id"":""DEV1445"",""type"":""mobile"",""os"":""Android"",""browser"":""Safari""},""location"":{""ip"":""192.168.107.16"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""31fd5fdb-b314-4783-ab28-1f8419a78857"",""login_method"":""mfa""}}"
EVT000024,2026-01-26T16:39:26.344Z,USR0237,login,"{""device"":{""id"":""DEV734"",""type"":""tablet"",""os"":""Windows"",""browser"":""Edge""},""location"":{""ip"":""192.168.66.175"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""dfdda14b-cdc1-4982-ac19-b88d3c0c726a"",""login_method"":""mfa""}}"
EVT000025,2026-02-02T16:39:26.344Z,USR0982,login,"{""device"":{""id"":""DEV622"",""type"":""mobile"",""os"":""Linux"",""browser"":""Chrome""},""location"":{""ip"":""192.168.229.9"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""30459b7d-0b4a-4a0f-ac26-75a4523b0ae4"",""login_method"":""sso""}}"
EVT000026,2026-01-29T16:39:26.344Z,USR0548,login,"{""device"":{""id"":""DEV1907"",""type"":""mobile"",""os"":""Windows"",""browser"":""Firefox""},""location"":{""ip"":""192.168.41.232"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""870a6dbb-4f38-46e7-9568-0236e853246c"",""login_method"":""mfa""}}"
EVT000027,2026-01-31T16:39:26.344Z,USR0148,login,"{""device"":{""id"":""DEV1552"",""type"":""desktop"",""os"":""macOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.164.55"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""6612cf7d-7900-4f29-a8df-c7779e75ed93"",""login_method"":""mfa""}}"
EVT000028,2026-02-09T16:39:26.344Z,USR0101,login,"{""device"":{""id"":""DEV129"",""type"":""desktop"",""os"":""Linux"",""browser"":""Chrome""},""location"":{""ip"":""192.168.114.27"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""123725e8-9ca2-4d8b-9864-2b3a6ebd8cd9"",""login_method"":""mfa""}}"
EVT000029,2026-01-16T16:39:26.344Z,USR0156,login,"{""device"":{""id"":""DEV839"",""type"":""mobile"",""os"":""Windows"",""browser"":""Edge""},""location"":{""ip"":""192.168.77.102"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""843a52fa-cb10-45c5-9946-f37a7d61a3ae"",""login_method"":""password""}}"
EVT000030,2026-01-16T16:39:26.344Z,USR0624,login,"{""device"":{""id"":""DEV1639"",""type"":""tablet"",""os"":""Windows"",""browser"":""Edge""},""location"":{""ip"":""192.168.88.110"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""c586b30c-bf37-4853-9d33-4ebe541a2cd4"",""login_method"":""sso""}}"
EVT000031,2026-01-17T16:39:26.344Z,USR0422,login,"{""device"":{""id"":""DEV269"",""type"":""desktop"",""os"":""Windows"",""browser"":""Edge""},""location"":{""ip"":""192.168.9.27"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""8dda4692-f5e3-4ad2-bbc1-efa066eaaf4a"",""login_method"":""password""}}"
EVT000032,2026-01-22T16:39:26.344Z,USR0118,login,"{""device"":{""id"":""DEV1811"",""type"":""tablet"",""os"":""Android"",""browser"":""Firefox""},""location"":{""ip"":""192.168.134.64"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""df11cdae-6e46-482e-ac10-332da1c42735"",""login_method"":""sso""}}"
EVT000033,2026-02-06T16:39:26.344Z,USR0844,login,"{""device"":{""id"":""DEV1913"",""type"":""tablet"",""os"":""macOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.169.50"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""c971b7e2-58a2-4ec7-9f51-5b5817e3550a"",""login_method"":""sso""}}"
EVT000034,2026-01-18T16:39:26.344Z,USR0744,login,"{""device"":{""id"":""DEV1590"",""type"":""tablet"",""os"":""macOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.230.220"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""e3e0a319-20ab-4dfe-9b71-45ef9682fa05"",""login_method"":""sso""}}"
EVT000035,2026-01-28T16:39:26.344Z,USR0902,login,"{""device"":{""id"":""DEV1786"",""type"":""tablet"",""os"":""iOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.132.246"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""e4b14131-10dd-4cf4-8a6e-9a4013287184"",""login_method"":""mfa""}}"
EVT000036,2026-01-18T16:39:26.344Z,USR0897,login,"{""device"":{""id"":""DEV266"",""type"":""tablet"",""os"":""iOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.92.114"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""1cfd3b9b-12a7-4d55-b73e-d0d7fca75f45"",""login_method"":""mfa""}}"
EVT000037,2026-01-28T16:39:26.344Z,USR0549,login,"{""device"":{""id"":""DEV178"",""type"":""tablet"",""os"":""iOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.153.153"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""cb7ae6ab-aaf2-41e7-beee-f6960753724c"",""login_method"":""sso""}}"
EVT000038,2026-01-23T16:39:26.345Z,USR0991,login,"{""device"":{""id"":""DEV1021"",""type"":""tablet"",""os"":""iOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.203.169"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""2b3dc09e-a86d-496f-8053-31f57af794f5"",""login_method"":""password""}}"
EVT000039,2026-01-27T16:39:26.345Z,USR0383,login,"{""device"":{""id"":""DEV1891"",""type"":""desktop"",""os"":""Linux"",""browser"":""Edge""},""location"":{""ip"":""192.168.110.1"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""b2a21d29-703f-4a73-8210-c90050c7f9e1"",""login_method"":""sso""}}"
EVT000040,2026-01-23T16:39:26.345Z,USR0685,login,"{""device"":{""id"":""DEV806"",""type"":""desktop"",""os"":""Android"",""browser"":""Safari""},""location"":{""ip"":""192.168.255.247"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""a0e2a174-7901-4a79-9123-c542ab98f331"",""login_method"":""password""}}"
EVT000041,2026-02-10T16:39:26.345Z,USR0056,login,"{""device"":{""id"":""DEV1114"",""type"":""mobile"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.134.236"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""d3303fd2-d52d-4117-8f65-ab722de1c847"",""login_method"":""sso""}}"
EVT000042,2026-01-24T16:39:26.345Z,USR0061,login,"{""device"":{""id"":""DEV369"",""type"":""tablet"",""os"":""Linux"",""browser"":""Firefox""},""location"":{""ip"":""192.168.174.253"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""f49beadd-a9db-429a-875c-03c031553a75"",""login_method"":""sso""}}"
EVT000043,2026-01-19T16:39:26.345Z,USR0075,login,"{""device"":{""id"":""DEV1326"",""type"":""mobile"",""os"":""Linux"",""browser"":""Edge""},""location"":{""ip"":""192.168.235.218"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""4f3c5fb9-0436-4c56-80fd-425c00d8ea88"",""login_method"":""sso""}}"
EVT000044,2026-01-19T16:39:26.345Z,USR1000,login,"{""device"":{""id"":""DEV1539"",""type"":""mobile"",""os"":""iOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.122.117"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""d4a5bbf5-c6fe-4ac1-b4b5-6775a4b5ca9f"",""login_method"":""mfa""}}"
EVT000045,2026-01-14T16:39:26.345Z,USR0621,login,"{""device"":{""id"":""DEV631"",""type"":""desktop"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.162.165"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""e2a109ce-063e-4e28-9ae3-a75422f72ad3"",""login_method"":""mfa""}}"
EVT000046,2026-02-11T16:39:26.345Z,USR0055,login,"{""device"":{""id"":""DEV1549"",""type"":""mobile"",""os"":""Linux"",""browser"":""Chrome""},""location"":{""ip"":""192.168.54.207"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""cc28da35-ee85-4952-a27c-ee0f779d7bcc"",""login_method"":""password""}}"
EVT000047,2026-02-07T16:39:26.345Z,USR0905,login,"{""device"":{""id"":""DEV1240"",""type"":""desktop"",""os"":""Linux"",""browser"":""Edge""},""location"":{""ip"":""192.168.61.128"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""59f56a46-e2ad-4611-b184-376b1fb9ecc5"",""login_method"":""sso""}}"
EVT000048,2026-01-26T16:39:26.345Z,USR0776,login,"{""device"":{""id"":""DEV937"",""type"":""tablet"",""os"":""Android"",""browser"":""Firefox""},""location"":{""ip"":""192.168.140.249"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""5e2c401e-ea82-43dc-96b1-d91cfdee5d4e"",""login_method"":""password""}}"
EVT000049,2026-02-04T16:39:26.345Z,USR0559,login,"{""device"":{""id"":""DEV857"",""type"":""tablet"",""os"":""macOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.31.253"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""528958c9-8d48-414f-8b6e-9a3eb464b3d3"",""login_method"":""sso""}}"
EVT000050,2026-02-02T16:39:26.345Z,USR0514,login,"{""device"":{""id"":""DEV1429"",""type"":""tablet"",""os"":""Android"",""browser"":""Chrome""},""location"":{""ip"":""192.168.169.234"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""9009cd8f-4b8d-49f7-a3ac-39a5f3781d25"",""login_method"":""sso""}}"
EVT000051,2026-01-25T16:39:26.345Z,USR0665,login,"{""device"":{""id"":""DEV1365"",""type"":""mobile"",""os"":""macOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.163.8"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""e804cb9b-f1b4-44e2-811e-0dfa9d64afba"",""login_method"":""password""}}"
EVT000052,2026-02-01T16:39:26.345Z,USR0528,login,"{""device"":{""id"":""DEV1445"",""type"":""desktop"",""os"":""Linux"",""browser"":""Chrome""},""location"":{""ip"":""192.168.234.43"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""25bc0dc9-f6bc-43f9-852a-a7eefecf322a"",""login_method"":""password""}}"
EVT000053,2026-02-03T16:39:26.345Z,USR0532,login,"{""device"":{""id"":""DEV1564"",""type"":""tablet"",""os"":""Windows"",""browser"":""Safari""},""location"":{""ip"":""192.168.204.216"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""60b9f1b6-cbf6-41df-95bf-2aed65529ecb"",""login_method"":""mfa""}}"
EVT000054,2026-01-27T16:39:26.345Z,USR0787,login,"{""device"":{""id"":""DEV669"",""type"":""desktop"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.183.61"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""312fa5ab-cb0e-408a-b996-53d89f1f8d6f"",""login_method"":""mfa""}}"
EVT000055,2026-01-29T16:39:26.345Z,USR0144,login,"{""device"":{""id"":""DEV600"",""type"":""mobile"",""os"":""Linux"",""browser"":""Firefox""},""location"":{""ip"":""192.168.53.5"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""4a743b96-92b5-46b4-a19f-0e0f744afd90"",""login_method"":""mfa""}}"
EVT000056,2026-02-06T16:39:26.345Z,USR0360,login,"{""device"":{""id"":""DEV659"",""type"":""mobile"",""os"":""Android"",""browser"":""Edge""},""location"":{""ip"":""192.168.154.54"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""e251a2f9-8fa3-44b4-9e38-48388dd8be40"",""login_method"":""password""}}"
EVT000057,2026-02-03T16:39:26.345Z,USR0047,login,"{""device"":{""id"":""DEV1551"",""type"":""desktop"",""os"":""macOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.20.187"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""f4b65f31-6be0-4abf-9dc7-81147bf8eb2c"",""login_method"":""mfa""}}"
EVT000058,2026-01-18T16:39:26.345Z,USR0653,login,"{""device"":{""id"":""DEV183"",""type"":""tablet"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.1.140"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""53ec5884-8d93-4ca4-a28a-76b05bbd016a"",""login_method"":""mfa""}}"
EVT000059,2026-01-30T16:39:26.345Z,USR0516,login,"{""device"":{""id"":""DEV916"",""type"":""mobile"",""os"":""iOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.85.28"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""f72018ce-5e36-4c76-b9e3-3eb279a3ae1d"",""login_method"":""mfa""}}"
EVT000060,2026-02-06T16:39:26.345Z,USR0232,login,"{""device"":{""id"":""DEV738"",""type"":""desktop"",""os"":""macOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.209.145"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""67b5970c-c2f3-4299-bea0-c4ae6874e23d"",""login_method"":""mfa""}}"
EVT000061,2026-02-13T16:39:26.345Z,USR0141,login,"{""device"":{""id"":""DEV1944"",""type"":""tablet"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.167.123"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""ac2c43cb-a7ea-472f-acdd-8421dfdac209"",""login_method"":""mfa""}}"
EVT000062,2026-01-23T16:39:26.345Z,USR0768,login,"{""device"":{""id"":""DEV1921"",""type"":""mobile"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.188.24"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""71ac8a44-cfb2-48d2-8400-4dc3e7a8369d"",""login_method"":""password""}}"
EVT000063,2026-01-28T16:39:26.345Z,USR0965,login,"{""device"":{""id"":""DEV209"",""type"":""desktop"",""os"":""Windows"",""browser"":""Edge""},""location"":{""ip"":""192.168.50.205"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""269aa47b-6de4-4189-9192-624cbd87ba1e"",""login_method"":""sso""}}"
EVT000064,2026-02-10T16:39:26.345Z,USR0942,login,"{""device"":{""id"":""DEV1707"",""type"":""mobile"",""os"":""Windows"",""browser"":""Edge""},""location"":{""ip"":""192.168.40.244"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""4c1f3626-e2cd-4225-b867-24187e0a8b2d"",""login_method"":""mfa""}}"
EVT000065,2026-01-31T16:39:26.345Z,USR0789,login,"{""device"":{""id"":""DEV1686"",""type"":""mobile"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.46.30"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""ade3f85b-5eea-45d9-a864-16a270c0ca2b"",""login_method"":""sso""}}"
EVT000066,2026-02-05T16:39:26.345Z,USR0889,login,"{""device"":{""id"":""DEV207"",""type"":""tablet"",""os"":""iOS"",""browser"":""Edge""},""location"":{""ip"":""192.168.174.163"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""2098ab66-88cb-475c-a78e-b049d32e735a"",""login_method"":""password""}}"
EVT000067,2026-02-05T16:39:26.345Z,USR0508,login,"{""device"":{""id"":""DEV458"",""type"":""tablet"",""os"":""Windows"",""browser"":""Edge""},""location"":{""ip"":""192.168.192.33"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""fb4c2f8a-705c-427b-a893-ddbb5fd8d19d"",""login_method"":""password""}}"
EVT000068,2026-01-24T16:39:26.345Z,USR0419,login,"{""device"":{""id"":""DEV1278"",""type"":""mobile"",""os"":""Linux"",""browser"":""Edge""},""location"":{""ip"":""192.168.104.156"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""6e080ec7-5e69-475a-8e6f-fcd4c0b3757b"",""login_method"":""mfa""}}"
EVT000069,2026-01-22T16:39:26.345Z,USR0859,login,"{""device"":{""id"":""DEV1674"",""type"":""desktop"",""os"":""macOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.250.63"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""8ea69721-509b-417d-93ce-92cd6189aace"",""login_method"":""sso""}}"
EVT000070,2026-01-26T16:39:26.345Z,USR0915,login,"{""device"":{""id"":""DEV992"",""type"":""tablet"",""os"":""Linux"",""browser"":""Edge""},""location"":{""ip"":""192.168.103.42"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""a77eaf60-8395-44f7-8808-6c1397b1f3ea"",""login_method"":""mfa""}}"
EVT000071,2026-01-26T16:39:26.345Z,USR0028,login,"{""device"":{""id"":""DEV1790"",""type"":""desktop"",""os"":""Android"",""browser"":""Safari""},""location"":{""ip"":""192.168.44.26"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""263a7479-ba68-46cb-8d8f-25948d049c09"",""login_method"":""sso""}}"
